yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA040B077	Sardegna_CA045B021	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048A002	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059A001	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
2007	12	08	12	13	14	14	12	15	11	8	16	NA	16	19	14	9	19	18	14	16	16.4	NA	14	13	17	12	15	NA	13	NA	9	16	18	14	16	18	8	10	14	NA	15	NA	5	7	7	10	9	17	13	NA	8	10	10	11	9	13	10	10	11	12	15	11	10	13	14.1	13	12	16	12	12	15	NA	19	NA	11	15	16	NA	12	14	15	11	14	11	13	12	13	15	10	14	11	11	14.8	16	13	16	10	10	12	NA
2007	12	09	11	15	16	17	15	15	12	11	16	18	19	18.5	18	9	19	17	17	16	18.8	NA	18	14	16	14	16	NA	16	NA	9	15	18	20	17	17	10	13	14	NA	15	NA	8	9	9	10	12	16	13	NA	12	14	9	11	14	16	10	9	10	17	15	12	12	14	15.3	15	13	16	15	15	15	NA	22	NA	11	16	16	NA	11	15	16	15	17	13	11	11	13	15	13	13	15	10	15.2	15	11	12	12	15	13	NA
2007	12	10	12	13	14	15	15	14	10	9	13	15	16	16	16	8	20	14	15	16	15.6	NA	14	14	14	13	13	NA	14	NA	6	14	16	16	15	16	8	11	13	NA	14	NA	7	10	7.5	8	10	15	12	NA	11	12	9	12	13	16	8	9	9	15	16	13	14	14	15.6	14	11	16	10	14	15	NA	20	NA	8	14	15	15	11	13	14	12	15	12	11.5	11	11	16	12	12	13	12	14	15	10	12	12	13	12	NA
2007	12	11	13	12	14	18	12	13	10	8	12	14	14	16	15	7	17	13	14	15	14.8	NA	14	13	15	16	14	NA	13	NA	6	14	16	16	14	15	7	10	13	NA	12	NA	7	7	5.5	7	6	15	13	NA	9	11	9	10	12	16	7	8	8	15	14	12	11	13	13.8	14	8	14	7	12	15	NA	19	NA	12	14	15	15	13	21	13	11	12	12	10	12	11	15	11	10	13	11	12.8	15	13	12	8	12	11	NA
2007	12	12	12	13	14	18	9	14	9	8	12	16	14	15	14	12	16	14	14	13	14.4	NA	18	14	15	15	15	NA	14	NA	6	14	15	15	16	14	8	10	13	NA	12	NA	6	8	5.5	8	8	13	13	NA	11	10	6	11	10	15	7	6	9	13	15	13	9	13	14.7	14	9	15	5	13	15	NA	21	NA	12	14	16	15	12	13	14	12	16	14	10	12	13	12	11	11	13	9	13.4	16	10	12	8	12	10	NA
2007	12	13	12	13	14	19	14	13	11	9	11	16	16	15	15	8	15	14	15	14	15.4	NA	18	13	15	12	15	NA	14	NA	7	14	14	14	15	15	7	10	12	NA	11	NA	6	8	7	7	8	9	12	NA	11	9	6	11	3	15	7	7	3	13	15	13	9	13	14.7	13	9	15	13	14	15	NA	20	NA	11	14	15	15	11	12	13	12	17	10	9	12	11	10	11	10	12	11	13.4	15	9	12	8	11	10	NA
2007	12	14	9	14	15	15	13	13	11	9	11	15	15	15	16	7	14	14	15	15	15.8	NA	16	14	7	11	15	NA	16	NA	4	14	13	13	16	11	7	9	12	NA	10	NA	4	8	5	3	10	9	10	NA	10	9	8	10	3	15	7	7	2	8	16	8	10	13	15.1	13	9	15	11	14	15	NA	11	NA	11	13	15	10	12	12	13	11	14	10	4	11	10	7	11	7	13	10	13	15	8	4	8	11	10	NA
2007	12	15	4	6	6	17	6	5	4	2	12	8	8	14	6	4	14	13	10	15	8.4	NA	8	6	6	6	9	NA	7	NA	1	6	9	12	10	10	2	4	6	NA	10	NA	0	2	1	3	11	10	5	NA	7	5	2	7	3	9	5	1	2	6	8	4	7	5	7.5	6	4	8	6	13	8	NA	9	NA	4	7	8	9	5	5	8	5	8	5	2.5	7	6	7	5	6	7	5	10	14	5	3.5	3	6	7	NA
2007	12	16	3	7	6	16	5	5	4	0	12	7	6	14.5	6	3	14	14	6	6	7.4	NA	6	4	8	4	7	NA	4	NA	2	7	10	9	7	10	1	3	4	NA	8	NA	0	1	0	7	3	13	4	NA	6	4	2	6	4	9	0	3	4	16	9	4	6	5	7	6	4	8	4	7	8.5	NA	8	NA	4	8	8	11	3	6	6	5	9	5	1	8	14	6	4	5	6	4	7	9	4	6	2.5	5	6	NA
2007	12	17	7	6	6	16	6	5	4	1	9	7	8	10	7	8	15	8	12	7	8	NA	8	5	13	6	8	NA	8	NA	2	10	12	12	7	10	2	4	6	NA	10	NA	0	2	1.5	7	3	8	5	NA	6	4	3	5	6	9	2	3	6	14	8	7	6	6	7.6	7	3	8	5	6	9	NA	8	NA	4	8	8	10	5	6	9	6	10	7	5	9	7	8	5	7	7	4	7.6	10	2	8	3.5	6	6	NA
2007	12	18	9	10	10	9	11	7	9	7	9	14	13	13	14	8	15	17	13	11	13	NA	12	13	13	10	14	NA	10	NA	4	13	10	10	8	14	2	5	5	NA	11	NA	1	4	2	7	2	9	6	NA	7	6	6	10	7	9	5	3	10	8	10	8	7	10	11.1	10	0	12	5	6	9.5	NA	8	NA	5	11	9	10	10	9	10	7	12	7	8.5	10	8	8	7	10	7	4	10	10	7	11	5	6	3	NA
2007	12	19	11	12	14	9	13	12	10	7	10	14	14	11	6	13	16	15	13	15	14.4	NA	14	14	14	11	16	NA	14	NA	5	12	12	12	8	10	3	8	6	NA	11	NA	3	8	7	8	6	11	7	NA	6	8	10	7	2	9	5	3	10	10	14	11	10	15	14	11	5	15	4	13	13	NA	9	NA	8	13	13	11	13	9	12	10	14	10	9	10	9	10	9	9	11	5	12	14	9	11.5	6	10	12	NA
2007	12	20	10	12	14	9	13	12	10	7	10	15	14	13.5	12	11	16	13	14	12	14	NA	14	12	17	10	14	NA	12	NA	12	13	13	13	11	15	4	8	12	NA	12	NA	10	9	7.5	9	8	13	12	NA	12	8	10	10	10	13	7	5	10	11	14	11	12	12	14.5	12	9	15	4	13	14	NA	19	NA	10	14	14	12	11	10	12	10	14	10	11.5	12	10	11	10	14	12	3	11.2	12	11	12	7	10	NA	NA
2007	12	21	11	14	13	15	14	13	9	9	14	17	16	14	14	12	16	14	15	15	15.6	NA	14	15	18	13	15	NA	14	NA	11	14	15	14	14	17	5	12	12	NA	12	NA	10	9	7.5	9	7	13	8	NA	12	11	10	13	11	14	6	8	12	15	17	9	12	15	16.6	15	9	17	15	14	13	NA	18	NA	10	15	16	13	10	11	15	12	15	11	12.5	10	12	14	12	14	12	9	14.6	14	12	13	8	15	10	NA
2007	12	22	13	15	15	15	15	16	12	10	15	17	16	15	15	8	15	14	14	17	16.6	NA	16	16	18	15	17	NA	14	NA	12	16	15	16	14	18	4	11	13	NA	13	NA	8	11	8	9	10	13	10	NA	13	10	9	14	12	14	8	8	12	15	18	13	14	15	17.2	16	10	18	14	14	13	NA	16	NA	11	15	15	15	10	12	15	13	15	12	11	10	14	13	13	13	14	9	14.6	15	15	15	11.5	9	10	NA
2007	12	23	13	15	16	16	16	16	13	10	15	17	17	16	17	8	16	15	16	17	17	NA	16	16	17	16	18	NA	12	NA	7	16	15	14	14	15	5	13	10	NA	13	NA	9	12	8.5	9	9	13	12	NA	14	11	10	13	13	15	10	9	11	14	19	15	14	16	18	16	14	19	15	16	14	NA	21	NA	10	13	16	15	11	12	16	13	15	11	13.5	11	14	14	13	13	14	10	14	15	14	16	11	13	13	NA
2007	12	24	12	15	16	15	16	15	12	10	15	17	18	16	15	8	15	15	17	15	16	NA	15	14	17	13	17	NA	13	NA	6	16	15	16	15	16	6	14	14	NA	12	NA	11	12	11.5	8	12	14	12	NA	14	12	10	14	14	15	11	9	11	17	17	15	12	17	NA	16	13	18	16	17	11.5	NA	22	NA	15	13	16	14	14	14	15	12	16	14	12	12	12	15	14	12	16	11	15.8	15	13	15	10	14	11	NA
2007	12	25	12	14	16	16	15	15	13	9	15	18	17	16.5	12	7	16	15	16	16	16.8	NA	15	15	17	13	18	NA	15	NA	11	17	16	15	15	17	5	14	16	NA	13	NA	12	11	11.5	8	12	14	12	NA	14	13	10	13	10	15	11	10	13	16	16	15	12	14	15.9	16	12	16	16	14	14	NA	20	NA	12	14	15	14	12	12	14	13	17	10	12	12	10	15	13	13	17	10	14.2	14	14	12.5	10	12	10	NA
2007	12	26	12	14	17	12	15	15	12	10	15	17	16	17	15	8	15	16	17	16	16.2	NA	13	17	14	13	17	NA	16	NA	6	16	15	17	14	19	8	11	12	NA	13	NA	15	10	10	8	12	15	15	NA	13	13	10	13	10	16	12	8	6	14	15	14	14	13	16.2	15	11	17	15	16	15	NA	18	NA	11	15	16	13	14	13	14	11	15	15	8.5	13	14	17	11	10	13	12	14	14	11	11.5	9	13	12	NA
2007	12	27	11	12	14	10	12	16	10	7	15	15	12	17.5	13	4	16	15	16	16	11.6	NA	11	10	15	9	11	NA	11	NA	4	13	12	12	15	19	8	9	11	NA	12	NA	15	5	5.5	8	5	11	10	NA	8	13	4	8	12	13	7	9	7	11	14	8	14	10	11.3	13	6	12	14	12	14	NA	18	NA	10	15	14	10	9	11	12	10	14	10	6.5	12	13	16	9	9	12	11	12.2	12	9	15	7	12	9	NA
2007	12	28	10	12	9	9	13	9	8	5	15	12	12	12	15	6	15	16	16	15	13.2	NA	12	13	14	10	15	NA	13	NA	6	11	12	11	10	14	7	9	11	NA	11	NA	10	6	5	8	7	10	7	NA	11	12	3	9	11	10	5	10	7	10	14	11	12	11	13.3	12	9	14	14	13	13	NA	19	NA	7	12	12	12	8	9	12	9	12	8	9	12	11	16	8	10	10	9	10	14	9	12	7	11	10	NA
2007	12	29	10	11	8	10	12	10	9	7	15	12	13	12.5	13	4	16	15	13	13	12.8	NA	13	11	14	9	12	NA	13	NA	6	10	13	13	10	14	6	10.5	13	NA	11	NA	8	9	7	8	6	10	8	NA	10	9	8	10	10	12	6	10	7	10	14	12	12	14	14.7	12	9	15	15	13	14	NA	18	NA	10	14	15	12	9	11	13	11	10	10	8	11	12	17	11	11	12	7	12.4	13	13	12	8	12	11	NA
2007	12	30	11	12	13	10	13	12	10	6	15	13	13	13	13	5	16	13	13	13	13.2	NA	13	13	16	13	13	NA	13	NA	7	10	14	14	11	14	6	10	11	NA	11	NA	7	8	6.5	8	10	10	12	NA	10	8	8	10	10	10	8	9	8	12	16	13	12	13	14.7	13	10	15	15	12	12.5	NA	19	NA	8	11	13	14	10	11	12	10	12	9	8	9	10	15	10	10	13	8	12.6	12	9	11.5	8	12	10	NA
2007	12	31	13	14	16	10	14	14	10	6	14	16	15	14	12	8	16	13	15	16	15.4	NA	13	15	14	12	16	NA	15	NA	13	12	12	11	11	14	7	10.5	12	NA	11	NA	6	10	8.5	7	8	13	8	NA	12	8	8	10	10	14	9	8	8	13	17	14	11	14	16.5	12	10	16	17	16	12	NA	17	NA	8	11	12	12	7	9	12	9	13	9	7.5	12	10	12	10	10	10	6	11	14	11	11	8	10	9	NA
2008	01	01	14	12	14	10	11	14	10	7	14	14	14	15	13	7	16	14	14	13	14.2	NA	13	14	15	12	15	NA	15	NA	10	15	12	9	15	11	8	8.5	10	NA	12	NA	5	6	5.5	5	8	13	10	NA	11	9	8	8	10	14	7	8	8	12	14	11	12	14	13.6	13	9	13	16	12	12	NA	18	NA	5	10	10	11	6	10	12	8	13	7	6	10	8	13	9	9	10	6	10.4	11	12	10	6	8	10	NA
2008	01	02	11	14	14	10	14	13	11	6	15	15	15	15	16	4	17	14	15	15	15	NA	15	14	17	13	16	NA	14	NA	6	15	11	12	13	11	8	7	9	NA	11	NA	4	7	5	7	7	12	7	NA	10	7	8	10	9	14	11	5	6	12	15	8	14	13	14.4	12	11	16	15	15	11	NA	19	NA	7	10	12	10	12	7	12	9	11	8	12	9	8	14	9	11	10	5	12	14	10	12	8	8	10	NA
2008	01	03	11	13.5	14	12	13	13	11	9	15	15	14	16	12	6	15	15	16	15	14	NA	15	13	17	13	15	NA	14	NA	8	14	14	15	14	15	7	8	11	NA	12	NA	6	9	6	10	7	12	10	NA	12	9	10	10	11	13	13	7	11	13	15	10	14	11	14.6	13	11	16	15	13	13.5	NA	19	NA	12	16	17	15	14	12	15	8	16	14	10	9	13	14	11	12	12	9	12.4	14	13	12	9	10	13	NA
2008	01	04	12	14	15	16	13	14	12	10	14	16	16	17	15	8	17	15	15	15	16	NA	15	15	16	15	12	NA	16	NA	12	16	15	15	14	16	8	11	10	NA	14	NA	7	10	8.5	10	9	14	9	NA	12	9	11	12	11	13	11	8	10	14	14	10	14	12	13.5	13	11	15	13	14	13	NA	19	NA	10	16	14	15	11	12	15	12	14	11	13	10	12	13	11	13	12	8	12.2	13	13	12	10	12	12	NA
2008	01	05	15	15	15	16	14	16	13	10	14	NA	17	16	17	6	16	16	17	16	16.6	NA	15	15	16	14	18	NA	15	NA	15	16	16	17	15	17	8	12	12	NA	16	NA	9	11	11.5	8	10	15	12	NA	13	11	10	12	11	15	10	8	10	16	16	13	14	13	14.8	13	12	15	13	15	16	NA	19	NA	14	17	17	16	13	15	15	14	17	14	11.5	11	14	14	13	11	14	10	14	20	13	12	10	12	12	NA
2008	01	06	18	14	14	15	14	16	13	9	14	18	14	21.5	15	8	16	17	16	15	15.6	NA	15	13	19	13	15	NA	14	NA	10	NA	17	17	14	18	8	11	13	NA	16	NA	13	10	9	10	11	16	13	NA	11	15	14	13	11	17	10	9	15	15	15	11	15	13	15	14	11	15	14	14	15	NA	19	NA	12	17	17	16	13	15	15	14	16	12	14	12	12	15	12	11	15	9	14.4	15	14	12	11	13	13	NA
2008	01	07	19	18	20	22	17	18	17	13	13	21	19	18.5	20	8	15	21	19	22	19	NA	19	18	18	16	19	NA	21	NA	13	20	20	20	15	16	7	13.5	12	NA	14	NA	16	14	12	10	18	19	14	NA	17	17	13	16	19	20	14	11	12	20	19	17	15	16	19.2	17	11	20	16	17	15	NA	21	NA	13	18	17	NA	12	16	17	15	12	15	15	12	16	16	13	14	15	9	15	18	14	11	10.5	15	15	NA
2008	01	08	16	16	19	22	16	20	16	15	13	20	18	18.5	18	10	15	20	18	22	18.2	NA	18	19	20	16	19	NA	20	NA	13	20	18	20	16	16	8	14	14	NA	13	NA	17	14	14	12	15	18	16	NA	16	17	13	16	15	19	14	14	12	20	17	18	15	15	17.1	15	12	17	15	14	15	NA	22	NA	14	17	16	15	15	14	15	14	16	15	12	13	12	16	14	14	17	8	14	16	14	16	11	16	15	NA
2008	01	09	15	15	17	18	15	17	13	11	13	17	16	18	15	8	16	18	17	22	16	NA	18	17	18	15	18	NA	15	NA	12	16	18	14	17	15	8	14	14	NA	13	NA	16	13	11.5	12	13	17	13	NA	14	12	13	15	13	15	12	11	15	16	16	15	13	15	16.9	15	12	17	15	17	14	NA	20	NA	12	14	15	17	12	12	14	12	15	13	14.5	13	13	15	13	14	15	7	13	15	13	12	11	15	14	NA
2008	01	10	15	14	13	15	15	15	13	10	17	15	15	17	15	9	15	15	17	14	14.6	NA	18	15	19	15	17	NA	15	NA	11	15	14	16	19	18	6	12	13	NA	12	NA	10	11	11.5	12	11	16	14	NA	14	12	14	16	10	16	13	12	12	17	17	15	12	14	14.2	14	12	16	14	11	14	NA	19	NA	13	14	14	15	14	13	15	13	14	13	17	12	13	14	12	13	15	12	12.8	15	11	12	11	13	13	NA
2008	01	11	15	15	16	17	16	16	14	12	16	17	16	16.5	16	7	16	15	16	16	16.4	NA	18	19	14	15	19	NA	16	NA	11	17	16	17	17	17	7	15	13	NA	13	NA	7	13	11.5	5	14	15	13	NA	15	10	13	11	15	16	13	12	12	19	19	16	12	16	19	16	14	20	17	11	14	NA	20	NA	15	16	17	16	16	16	15	15	18	15	11	12	14	15	15	7	16	12	14.2	15	12	12	12	15	15	NA
2008	01	12	9	11	12	15	10	16	10	9	17	13	13	16.5	14	14	15	14	12	15	14	NA	15	11	15	10	14	NA	14	NA	8	16	14	13	14	21	5	14	10	NA	13	NA	5	8	6	8	8	15	10	NA	16	9	4	8	6	15	6	9	13	13	14	9	13	11	12.6	12	9	13	15	11	13.5	NA	18	NA	10	18	11	12	13	9	13	11	15	10	7.5	13	12	14	10	10	11	8	13	11	14	9	6	10	13	NA
2008	01	13	11	11	13	14	13	16	10	7	17	14	13	16	13	11	15	15	13	13	14	NA	14	13	16	11	16	NA	12	NA	7	16	12	14	14	10	6	8	11	NA	13	NA	4	6	3	8	7	16	8	NA	9	10	2	5	6	13	5	5	10	12	14	10	14	13	13.3	11	9	13	11	11	13	NA	16	NA	7	12	13	10	11	10	10	9	14	7	12	12	9	12	9	13	10	7	10.4	11	13	11	6	9	13	NA
2008	01	14	12	14	14	12	14	14	11	10	15	15	15	15.5	15	11	16	16	13	16	15	NA	14	13	17	13	16	NA	14	NA	8	15	14	15	15	10	6	8	11	NA	12	NA	7	9	8.5	10	9	15	9	NA	11	10	4	10	12	13	6	6	10	15	15	14	14	14	16.8	10	11	17	15	14	14	NA	17	NA	10	15	15	15	11	12	15	12	15	13	13.5	12	10	14	11	13	13	9	13	12	11	16	9	12	11	NA
2008	01	15	13	15	15	11	16	14	12	7	15	16	17	17.5	17	11	17	17	14	15	16.6	NA	17	14	15	12	17	NA	15	NA	8	16	16	17	16	13	5	12	12	NA	11	NA	10	8	6.5	9	10	15	10	NA	10	12	8	10	11	15	10	8	8	15	16	13	12	15	16	14	11	17	14	14	15	NA	19	NA	11	14	16	16	10	14	15	14	15	14	10.5	12	13	15	12	12	15	8	13.8	14	11	12	9	13	12	NA
2008	01	16	12	11	13	11	11	11	10	8	13	15	14	17.5	14	12	15	16	15	15	14	NA	17	12	15	11	14	NA	12	NA	8	13	13	12	14	15	8	10	11	NA	13	NA	10	8	6	14	8	14	10	NA	9	NA	8	9	8	13	7	8	10	12	14	10	12	12	14.2	13	9	14	13	13	14	NA	19	NA	10	14	14	15	10	12	13	12	13	10	11.5	13	12	15	11	11	13	9	13.4	15	10	12	9.5	12	12	NA
2008	01	17	12	13	14	12	13	13	10	8	13	15	14	17	15	14	15	13	16	15	15.2	NA	15	13	16	11	15	NA	13	NA	7	15	15	15	16	13	8	10	11	NA	13	NA	5	8	7	10	11	15	12	NA	10	NA	8	10	12	15	12	8	10	14	15	13	12	13	15.2	13	12	15	12	13	14	NA	17	NA	8	13	15	14	10	13	12	10	13	12	12	13	13	14	10	13	12	7	12.4	15	13	13	7.5	11	10	NA
2008	01	18	15	14	15	16	15	15	12	11	14	17	16	18	15	14	16	15	15	16	16.4	NA	16	16	17	14	17	NA	17	NA	8	16	17	17	18	13	8	10.5	10	NA	14	NA	10	8	7.5	12	12	15	15	NA	10	NA	10	14	13	16	10	8	13	17	15	13	14	14	14.8	13	12	15	13	19	14	NA	19	NA	11	14	15	15	12	13	14	12	15	14	15	12	12	15	11	14	13	8	13	15	12	15	9	12	13	NA
2008	01	19	14	16	17	16	16	16	13	13	15	18	16	17	18	15	16	15	16	16	15.6	NA	15	16	17	15	17	NA	16	NA	12	16	15	16	17	14	7	14	13	NA	14	NA	16	12	11.5	11	14	16	16	NA	15	NA	14	14	14	16	11	9	13	17	15	16	14	14	16.1	14	12	16	14	16	15	NA	20	NA	15	15	17	15	15	14	15	14	17	15	14	12	12	15	15	14	17	10	13	12	13	16	10	15	14	NA
2008	01	20	15	15	16	12	16	16	13	10	15	17	16	18	17	17	16	16	16	16	16.4	NA	15	16	17	14	17	NA	16	NA	11	16	15	15	16	18	6	13.5	15	NA	15	NA	16	12	14.5	11	17	16	16	NA	14	NA	8	15	11	16	14	12	14	18	15	16	14	15	16.4	15	12	17	14	14	15	NA	21	NA	14	16	17	16	18	13	14	15	16	15	12.5	13	13	16	14	14	16	13	13.8	15	11	12	10.5	13	13	NA
2008	01	21	16	14	14	16	14	15	12	10	13	16	16	17.5	15	16	15	16	16	16	16.4	NA	17	14	16	14	18	NA	16	NA	18	16	17	17	17	16	7	12	14	NA	15	NA	12	10	10.5	12	13	13	13	NA	13	NA	10	13	12	18	9	9	13	17	16	13	14	15	14.2	12	12	14	15	14	14	NA	18	NA	10	15	14	16	10	14	15	12	14	13	12	13	13	15	12	13	15	8	14.2	15	10	13	11	13	14	NA
2008	01	22	14	14	14	15	15	15	11	10	13	17	17	17.5	16	10	16	16	15	16	17.4	NA	18	15	17	13	17	NA	17	NA	8	18	17	18	16	16	6	11.5	13	NA	16	NA	9	10	9	8	14	17	15	NA	13	NA	9	12	11	19	10	10	11	16	15	13	11	13	16.7	14	11	16	16	14	15.5	NA	19	NA	10	14	16	17	11	13	15	13	15	15	11	13	13	14	12	10	14	8	13.6	15	9	12.5	10	14	13	NA
2008	01	23	15	15	16	18	15	15	12	10	14	18	18	17	15	9	16	16	17	16	18	NA	16	15	15	13	18	NA	17	NA	8	14	17	14	17	17	6	9	11	NA	16	NA	7	8	8	8	10	15	15	NA	12	NA	10	16	8	18	11	8	10	10	16	12	11	14	16.7	13	11	16	16	16	15	NA	19	NA	10	13	14	13	12	11	11	11	14	10	9	13	10	15	11	11	12	6	12.6	15	11	13	8	12	10	NA
2008	01	24	14	13	15	16	13	14	10	9	14	15	14	17	15	7	15	14	16	16	14.2	NA	15	14	15	11	15	NA	15	NA	6	13	13	14	18	18	7	13	10	NA	15	NA	12	10	9	12	11	13	16	NA	12	NA	10	16	11	16	10	8	13	13	14	14	12	13	14.7	12	10	15	14	13	15	NA	20	NA	13	14	16	13	14	13	13	12	15	12	14	12	10	17	12	14	14	8	13.8	14	10	14	8	13	10	NA
2008	01	25	15	13	15	13	14	14	11	9	14	16	15	16.5	16	13	15	16	17	16	15.4	NA	15	15	16	13	16	NA	13	NA	8	14	14	16	19	17	8	11	13	NA	15	NA	14	12	11.5	12	12	15	16	NA	12	NA	13	13	11	16	11	10	13	16	15	15	12	13	13.5	13	11	15	14	13	15	NA	19	NA	13	14	19	15	16	13	13	12	14	14	13	11	12	16	12	13	15	8	13.6	13	12	13	8	14	12	NA
2008	01	26	15	15	15	10	15	15	10	10	15	NA	15	19	15	16	16	17	15	16	14.6	NA	15	15	15	14	17	NA	12	NA	10	15	15	16	16	18	7	13.5	10	NA	15	NA	15	12	12	12	14	16	15	NA	14	NA	12	15	13	15	12	12	14	13	15	16	14	15	14.9	13	10	17	16	15	16	NA	16	NA	16	15	16	16	15	14	13	13	16	12	14	13	12	16	14	13	16	10	13.6	14	11	15	10.5	11	13	NA
2008	01	27	15	13	16	12	14	16	13	11	15	18	17	20	18	15	16	18	14	14	17.2	NA	17	16	17	14	15	NA	17	NA	12	16	15	20	18	18	6	13	12	NA	15	NA	18	14	14.5	12	15	18	20	NA	15	NA	12	15	11	18	15	14	15	20	15	14	14	15	14.1	15	12	15	13	16	15	NA	19	NA	13	15	16	16	15	14	14	14	16	13	18	14	12	15	13	14	16	11	12.8	16	13	16	10.5	14	12	NA
2008	01	28	16	15	18	16	16	16	15	13	14	18	18	21	18	15	15	19	18	16	17.8	NA	18	16	18	15	18	NA	18	NA	9	17	16	18	16	17	7	14.5	14	NA	14	NA	20	13	14.5	13	19	17	15	NA	15	NA	15	15	11	18	16	15	15	19	16	16	15	16	15.3	15	13	17	13	15	16	NA	17	NA	20	16	18	17	19	17	16	16	17	14	17	15	13	14	15	15	18	13	14.6	15	12	16	11	17	15	NA
2008	01	29	17	17	18	15	17	17	16	13	14	20	15	19.5	19	14	16	20	17	19	15.4	NA	16	17	16	16	18	NA	20	NA	14	18	16	18	16	18	6	14.5	15	NA	14	NA	21	15	16.5	13	15	19	21	NA	17	NA	15	16	16	18	15	13	14	19	15	16	15	15	16.3	16	15	17	17	17	15	NA	20	NA	16	16	17	16	17	14	16	17	16	15	15	14	12	15	14	14	17	7	13.6	14	13	15	11	17	14	NA
2008	01	30	18	15	17	15	14	17	14	13	15	19	17	20	17	14	15	19	18	16	17	NA	17	19	14	16	17	NA	18	NA	14	19	15	16	16	17	7	15	15	NA	14	NA	15	14	14.5	10	15	17	20	NA	16	NA	10	15	11	14	14	13	14	20	15	15	15	14	16.1	14	15	16	16	13	16	NA	19	NA	13	16	17	17	13	12	15	13	16	15	10	14	13	14	13	11	17	9	13.4	13	10	12	9	17	12	NA
2008	01	31	16	13	13	12	14	18	10	9	13	14	15	19	8	16	15	18	14	13	15	NA	14	13	16	12	16	NA	15	NA	7	15	15	16	16	14	6	14.5	11	NA	14	NA	9	6	6	10	10	15	15	NA	10	NA	7	15	5	17	7	6	12	13	15	12	14	13	14	13	11	15	12	13	14	NA	19	NA	8	12	14	15	13	12	12	11	13	13	10	13	11	13	11	11	13	10	10.2	14	13	10	8	16	11	NA
2008	02	01	15	13	14	15	12	17	11	12	14	17	15	20	15	16	16	19	17	13	15.4	NA	15	11	17	11	15	NA	14	NA	8	16	15	16	16	11	7	9	12	NA	15	NA	8	8	5.5	12	9	16	16	NA	9	NA	10	10	3	16	8	7	11	15	14	11	14	15	13.3	13	10	14	15	14	15	NA	20	NA	9	13	15	14	12	12	14	11	14	12	13.5	13	11	14	9	14	12	5	11	15	10	12	9	13	13	NA
2008	02	02	15	16	16	12	13	17	13	12	14	19	16	17.5	16	15	15	18	15	16	16.2	NA	16	15	16	15	18	NA	14	NA	10	18	17	18	18	10	7	12	13	NA	15	NA	10	10	8.5	11	11	16	16	NA	13	NA	10	14	13	18	9	11	12	16	14	13	14	15	15.8	15	13	16	16	16	15	NA	18	NA	11	15	16	12	9	15	15	14	14	14	10	12	12	14	12	13	15	8	10.2	15	12	11	9	16	12	NA
2008	02	03	11	12	14	14	12	18	11	10	15	15	15	16.5	18	14	15	14	13	16	15	NA	13	14	19	13	16	NA	16	NA	8	18	12	12	16	10	8	10	12	NA	16	NA	10	6	6	14	6	16	9	NA	9	NA	12	9	9	14	9	10	10	14	15	14	13	13	14.8	13	9	14	15	14	13	NA	17	NA	11	11	13	12	10	13	11	10	14	10	15	11	12	15	10	13	12	9	12	15	11	10	8.5	15	13	NA
