yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA040B077	Sardegna_CA045B021	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048A002	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059A001	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
1997	06	29	26	26.5	27	27	27	28	26	25	25	30	29	28	30	26	30	26	28	27	28	28	31	31	27	27	28	26	26	30	22	30	28	30	28	30	22	21.2	32	22	NA	18.6	16	22	20	24	23	30	NA	22	22	27	30	23	21	31	25	31	31	25	28	25	24	24	26.8	28	29	27	26	25	30	23.8	23	27	21	26	26	28	22	27	26	23	27	26	23	23	25	25	27	33	33	22	23	29	27	23.5	21	32	25	26
1997	06	30	27	26.5	27	26	27	29	25	24	28	31	30	31.5	30	28	29	27	30	30	28.8	28.5	29	26	30	24	28	27	25	29	23	25	27	28.5	28	30	23	21.8	32	24	NA	19	20	24	20	22	21	31	NA	28	22	25	29	33	21	30	23	21	28	22	28	25	24	29	26.6	30	27	27	26	25	29	23.4	23	24	21	21	27	28	22	27	22	24	26	25	26	23	25	29	30	26	25	21	24	26	25	24	21.5	30	26	26
1997	07	01	28	29	31	28	29	30	26	27	32	32	29	29.5	31	28	31	28	29	32	29	26.5	30	26	35	27	30	29	28	30	24	28	28	29	28	28	25	24	32	24	NA	22	21	25	24	24	24	29	NA	25	24	25	23	33	24	30	26	24	30	29	28	28	24	27	28	34	27	28	24	27	28	24.5	27	25	23	21	27	29	24	30	22	23	27	29	27	25	26	28	30	29	27	23	24	28	25	26	23.5	28	27	30
1997	07	02	29	31.5	31	27	32	31	27	27	31	32	31	33	30	26	30	30	30	32	31	29	29	28	30	34	29	29	26	28	27	29	27	29	28	26	31	29.2	32	24	NA	27	22	29.5	28.5	26	25	29	NA	29	29	26	23	33	24	30	26	23	29	27	29	31	22	37	33.4	33	31	33	26	30	29	22.8	27	27	27	30	30	27	27	30	25	29	27	30	27	26	32	25	30	29	28	23	30.4	35	28	31.5	30	25	32	33
1997	07	03	30	32	32	30	32	30	31	29	33	32	32	31	33	30	30	27	31	32	29.4	28	30	33	30	31	30	30	28	32	28	30	24	28	31	29.5	28	28.5	31	30	NA	26.4	23	29	29	26	27	27	NA	29	29	26	28	29	29	30	31	28	30	29	30	31	20	32	30.5	33	31	31	23	30	30	24.4	26	29	28	29	29	28	30	30	26	25	28	28	28	32	30	28	30	32	32	28	26.6	29	29	30	26.5	31	31	33
1997	07	04	29	33.5	32	31	34	30	30	31	33	31	31	30.5	33	28	30	29	31	29	28.8	28.5	31	29	30	31	30	29	29	30	30	30	27	29.5	27	29	29	30.5	31	30	NA	27.8	25	30.5	31	28	28	29	NA	31	30	26	28	31	29	26	33	28	30	29	30	27	22	35	31.4	27	31	30	25	30	28	25	25	28	29	29	28	29	29	30	26	27	29	30	23	26	32	27	26	35	34	29	24.2	28	32	32	30	32	32	35
1997	07	05	27	28	29	28	26	32	28	26	26	32	30	31	31	26	29	28	28	26	29	29	30	29	25	27	27	28	26	33	27	32	29	29	31	29	23	22	31	24	NA	20.8	23	24	26	26	25	29	NA	30	26	25	28	26	20	30	27	28	31	26	25	25	22	34	25	26	30	26	27	29	26	22	24	23	20	28	25	30	22	24	23	27	26	24	25	23	23	29	30	27	25	22	20.4	26	28	25	20.5	25	23	27
1997	07	06	25	24.5	25	26	24	26	19	24	21	31	29	30	28	25	29	25	26	26	27	29.5	28	26	25	24	25	25	27	28	24	28	29	28	31	28	24	20	22	22	NA	19.6	20	22	22	24	23	30	NA	24	23	24	20	23	24	30	24	30	30	26	25	25	20	34	24	27	33	24	26	23	27	23.6	26	23	23	25	22	30	23	24	22	23	25	27	26.5	26	25	24	26	26	32	23	20.4	26	25	22.5	19.5	30	23	27
1997	07	07	27	26	28	26	27	28	27	26	25	32	30	31	29	26	30	28	28	29	28.2	28.5	30	25	29	26	27	25	30	28	25	30	24	27	28	29	30	23.7	26	24	NA	21.2	20	24	24	26	24	30	NA	24	23	25	22	24	25	29	27	24	31	29	26	25	22	29	25.4	30	32	24	26	25	28	25	30	22	25	30	29	28	26	30	26	26	28	29	28	32	30	26	30	28	29	23	23.2	26	26	26	24.5	25	25	27
1997	07	08	29	30	33	29	31	30	29	30	28	31	29	30	33	28	29	27	29	30	28	28	30	25	30	29	29	28	30	29	26	28	28	29	30	28.5	27	26	27	30	NA	24	23	27	27	26	26	27	NA	25	27	25	25	33	24	29	29	27	31	29	28	29	24	31	29	31	30	28	19	28	29	23.8	23	27	27	28	29	30	29	30	26	25	27	32	27	30	29	28	28	32	30	27	23.8	29	26	28	25	31	29	27
1997	07	09	29	32.5	31	29	32	31	30	30	27	30	29	30.5	32	30	30	27	31	31	27.6	27	30.5	26	30	30	30	31	24	29	24	30	27	29.5	30	28	28	28.5	29	29	NA	NA	26	28	28	26	26	29	NA	30	28	25	28	28	25	29	30	28	31	29	28	30	25	39	28.3	32	29	28	23	28	29	28.8	24	27	26	21	27	30	29	30	24	23	27	28	28.5	32	30	27	32	29	30	28	23	30	27	28.5	25.5	33	30	30
1997	07	10	30	32.5	31	29	33	29	29	29	26	31	31	31	32	30	29	30	31	30	27.4	27.5	31	26	28	32	31	30	30	30	26	30	28	30	31	27.5	28	29	29	29	NA	NA	27	29	29.5	28	28	29	NA	29	29	25	28	29	26	28	31	27	30	29	29	31	26	32	30	29	29	31	27	28	27.5	24	24	30	28	30	31	30	30	33	27	27	29	30	27.5	33	32	29	32	30	31	28	24.2	30	29	29.5	26.5	32	31	33
1997	07	11	30	29.5	30	30	28	31	28	29	26	33	31	30.5	33	27	29	30	31	30	30.2	29.5	32	30	28	29	28	28	30	31	27	30	28	31	30	28	26	27	28	28	NA	NA	27	27	27.5	26	26	30	NA	31	27	25	26	28	25	28	30	27	30	28	28	30	26	29	27	31	27	27	23	25	27	26	28	27	26	27	27	32	31	27	23	24	27	30	28	33	28	28	29	30	30	27	23.2	30	29	27.5	24.5	29	29	35
1997	07	12	30	27.5	29	30	28	32	30	28	27	30	31	30	33	28	30	29	31	33	30.8	30.5	32	29	34	30	29	29	30	33	28	32	29	31.5	31	30	26	25	30	28	NA	NA	23	30	26	28	26	29	NA	30	27	26	29	27	25	28	28	27	30	30	28	30	27	29	27	35	26	27	22	25	26	27	29	28	26	29	30	29	27	30	27	26	29	31	29	34	27	30	30	34	29	23	24	29	27	27	24	33	28	36
1997	07	13	31	34	34	30	34	33	31	30	35	33	31	30	34	30	32	31	33	37	31.2	31	31	29	36	35	33	35	30	31	28	29	28	30	31	31	31	35.5	33	29	NA	NA	27	32	31	28	29	30	NA	32	32	27	31	31	27	30	33	28	31	25	33	32	27	33	33	38	33	32	27	33	29	26	38	32	30	29	31	29	33	30	27	26	28	31	31	34	33	32	34	30	24	28	29	33	33	33.5	29.5	32	33	36
1997	07	14	32	35.5	35	31	33	35	33	32	37	35	30	36	36	35	32	34	35	35	29.8	29	32	32	36	38	37	37	31	33	30	31	29	33	29	31	33	34	34	30	NA	NA	30	33.5	33	30	30	30	NA	34	33	29	33	34	26	30	36	32	35	32	35	34	31	38	35.5	36	35	37	24	34	30	27	38	34	33	33	33	31	34	33	30	31	30	32	34	31	36	30	33	32	36	34	29.4	36	34	33.5	31	36	36	36
1997	07	15	35	37	33	34	35	37	34	37	36	36	33	35	38	33	34	33	35	34	31.4	31.5	35	34	35	36	35	35	36	36	29	37	32	32	29	31	34	33.8	36	30	NA	NA	30	36	34	32	34	32	NA	35	35	32	29	37	35	34	37	32	35	35	33	38	31	32	33.8	37	31	31	25	34	29	25.8	29	32	32	33	33	33	34	33	32	31	30	36	31	35	34	29	34	34	36	28	29.8	36	35	33.5	31	33	35	33
1997	07	16	33	35.5	34	31	34	35	32	33	38	36	31	34	34	35	34	35	34	33	29.4	31.5	33	35	30	37	37	37	31	33	36	31	29	30.5	29	30.5	36	35	36	33	NA	32.2	33	36	34.5	30	29	35	NA	37	34	29	31	35	29	31	36	32	35	31	35	38	31	37	34.4	31	37	35	26	31	29	27	30	33	31	40	39	30	30	33	33	34	31	30	33	35	36	33	34	34	36	28	31.2	35	35	35.5	35.5	34	37	33
1997	07	17	33	32.5	35	34	32	34	33	35	37	35	31	39	32	30	35	33	35	31	33	30	33	35	29	33	34	38	34	34	36	31	33	36.5	33	30.5	29	31	31	33	NA	30	30	31	32	28	32	32	NA	32	31	29	29	33	24	33	34	34	32	38	30	31	31	32	30.3	29	32	29	26	29	27	28.5	32	31	31	35	34	32	33	33	32	33	30	35	26	34	37	34	28	35	29	28	24.6	36	29	31.5	30	32	32	33
1997	07	18	31	29	29	29	28	30	27	26	32	29	31	34	32	27	32	29	30	29	30	31	32	32	28	27	29	30	31	32	27	31	32	31.5	33	30.5	25	23.7	25	33	NA	22	23	26	26	26	26	34	NA	27	26	26	31	26	24	31	27	34	25	26	28	29	30	27	26.8	28	27	27	27	26	27	24.7	29	24	22	28	27	30	23	27	23	24	26	28	24	30	26	30	30	27	26	23	22	29	29	25.5	22.5	25	27	30
1997	07	19	31	28.5	29	28	27	30	26	27	26	30	30	32	32	27	32	28	29	28	29.2	32	32	28	27	29	28	30	30	32	27	33	30	31.5	31	31.5	24	23	25	24	NA	21	23	28	26	26	26	33	NA	25	26	26	23	26	24	32	26	26	25	26	27	27	29	27	25.8	27	26	27	26	25	27	23.6	30	24	21	26	27	31	25	24	23	23	25	26	29	27	25	30	28	29	31	22	21.4	28	27	25	21.5	25	28	30
1997	07	20	27	27	29	28	28	30	28	28	26	30	31	32.5	34	26	32	30	31	35	30	32	33	29	31	27	28	27	30	31	26	31	27	28	30	31	31	24.5	25	24	NA	22.4	24	32	28	28	27	34	NA	26	25	24	24	27	28	29	29	26	25	19	28	27	30	27	26.8	29	27	27	25	25	27.5	25	26	25	27	27	27	29	29	30	27	28	27	30	30	30	29	28	30	31	32	28	22.8	27	26	26.5	23.5	25	26	30
1997	07	21	29	32	34	30	30	33	30	31	27	34	33	30	35	30	35	32	33	38	32.8	33	35	28	38	34	38	33	31	33	30	30	27	30	31	31	28	28	30	30	NA	27.6	26	33	30	30	30	34	NA	31	30	24	29	26	28	29	33	30	30	21	30	34	30	30	29.6	39	30	28	21	NA	28	28	25	28	27	31	31	30	27	30	27	28	30	30	29.5	30	30	30	32	32	35	28	25	29	29	29	26	31	30	31
1997	07	22	30	35.5	36	31	34	33	31	31	27	35	33	29	35	35	33	35	36	38	32.4	34	33	34	43	38	38	37	32	33	30	31	28	32	31	32	35	35.2	36	28	NA	31	30	37	34	30	31	30	NA	33	35	27	33	33	29	32	33	30	32	33	34	37	36	38	36.6	43	30	36	28	34	28.5	24.8	26	30	31	36	32	29	27	30	27	32	30	30	34	35	36	33	36	35	37	28	29.8	30	32	35	32	35	37	31
1997	07	23	35	37	36	34	35	37	35	33	41	36	32	31	34	40	33	39	37	30	30.4	32.5	33	38	30	41	41	42	32	35	34	31	29	35.5	31	32	42	39.3	40	31	NA	36	33	39	37	30	36	31	NA	38	38	29	34	37	36	30	41	37	38	32	39	43	36	43	40.8	31	40	42	32	34	28	25.5	25	35	38	38	36	30	37	38	32	36	30	32	34	36	41	34	34	42	41	34	35.8	40	33	41	38	24	42	33
1997	07	24	35	32.5	34	34	31	36	32	35	32	35	30	32	33	29	33	32	31	29	32.4	32	34	40	31	31	30	29	32	31	32	33	32	33.5	33	33	31	34	35	32	NA	31	30	32	34.5	32	36	33	NA	35	28	30	35	35	23	32	37	35	34	32	29	33	32	27	30.2	28	32	30	26	28	28	28.2	25	33	32	34	37	34	33	33	32	32	30	36	25	35	34	30	30	35	36	34	31	29	30	34	30.5	25	35	33
1997	07	25	33	26.5	28	29	28	35	27	26	26	31	30	31.5	31	26	31	29	30	28	31	31.5	32	28	31	29	28	28	34	32	26	31	34	31.5	31	34	27	23.3	26	27	NA	22	23	30	27.5	34	27	32	NA	34	26	31	25	21	23	31	27	35	25	32	28	28	30	27	26.3	28	26	27	25	25	28	24.8	24	24	23	28	29	31	27	27	23	24	27	27	27.5	32	26	29	29	35	28	22	22.4	29	27	26	22.5	25	27	35
1997	07	26	34	27	27	29	27	29	27	27	32	32	30	35	34	24	31	29	28	32	28.2	32.5	31	27	30	27	27	28	31	30	26	32	32	33	34	34	25	24.3	30	30	NA	23.6	26	27	28	34	30	32	NA	30	26	28	28	27	29	33	29	29	32	26	27	29	30	26	26.1	33	26	27	25	25	29.5	25.8	25	30	25	29	28	34	34	30	23	24	27	28	31	29	27	31	29	39	30	23	22	26	27	26.5	26.5	30	27	36
1997	07	27	34	32	32	31	34	33	32	31	33	33	30	33	33	30	31	34	32	33	29.8	33	33	28	31	30	32	31	31	33	31	31	29	33	31	34	30	31.3	32	27	NA	30	26	31	29.5	32	32	32	NA	31	30	28	30	26	29	31	32	29	32	26	29	34	30	34	31	33	32	30	23	33	31.5	28.4	26	34	32	30	32	33	35	30	27	31	30	32	31	35	36	32	33	38	35	28	25.6	30	30	32.5	30	30	34	37
1997	07	28	34	35	31	33	35	33	33	35	36	34	30	34	35	30	31	29	32	33	29.2	28	35	30	34	32	31	32	30	32	31	35	28	31.5	34	31	30	31.7	33	23	NA	28.8	30	30	31	34	29	33	NA	31	32	28	30	26	28	31	33	30	32	35	30	35	30	34	31.7	34	33	31	26	33	31	28.8	30	34	32	30	30	32	33	32	27	30	30	33	31	33	37	31	34	38	36	28	25.8	30	30	33.5	29.5	33	35	37
1997	07	29	34	35	36	34	35	35	34	35	36	34	31	34	38	33	35	33	35	34	32	31	33	29	36	33	34	32	32	35	31	34	29	33.5	35	31	31	31.5	34	20	NA	29.2	30	32	31	32	30	34	NA	32	33	28	32	32	30	31	33	30	33	34	31	35	31	34	32	35	33	32	27	32	30	29.2	27	32	31	30	31	32	35	35	27	29	30	34	31	34	32	30	33	37	36	28	25.8	30	29	32	29.5	29	35	37
1997	07	30	34.5	35.5	32	34	34	37	34	34	35	38	30	32	38	35	35	30	33	36	32	32	36	34	35	35	30	34	35	36	32	34	31	32	35	31	31	30.5	32	30	NA	29.2	30	31.5	30.5	32	28	29	NA	32	33	28	31	33	28	33	32	30	33	34	31	35	31	33	32.8	35	32	33	26	32	29.5	28.8	25	31	31	29	30	31	33	36	27	29	30	33	30.5	33	34	30	34	36	36	28	24.6	33	32	32.8	29.5	39	35	36
1997	07	31	35	34.5	36	34	35	37	34	34	33	38	29	32.5	38	34	35	31	33	30	31.8	31.5	36	34	28	33	33	33	34	36	33	34	31	31.5	34	30.5	32	31	25	35	NA	29	30	31.5	32	29	29	33	NA	34	33	28	31	33	23	33	33	31	32	31	31	36	30	33	32.5	31	32	32	30	32	30	29.8	30	32	30	31	31	32	34	33	26	28	32	32	29.5	34	32	33	31	32	34	29	27	33	30	32	29	31	33	35
1997	08	01	30	29	29	30	28	37	28	28	34	35	30	33	33	28	NA	29	29	25	32	32.5	33	35	30	30	30	29	30	32	29	32	33	33	34	31	24	24	26	35	NA	NA	23	26	26	28	28	35	NA	27	26	28	25	27	28	35	27	31	26	26	29	35	31	28	27.9	32	27	28	25	31	30	25	29	30	24	28	25	30	34	27	23	24	27	25	27.5	33	27	32	31	29	29	23	23.4	30	28	25	22.5	29	27	36
1997	08	02	30	34.5	29	32	34	32	32	30	31	35	32	34	30	29	NA	30	33	35	30.8	33	33.5	29	30	30	30	31	31	33	31	31	29	31	32	31.5	29	31	30	35	NA	NA	27	32	31	29	29	35	NA	30	32	28	31	31	28	31	32	30	32	31	29	34	31	33	30	34	31	29	35	31	31	26.6	28	29	29	32	30	30	34	NA	30	32	31	30	32	33	34	31	33	36	23	28	26.8	29	30	32.5	28	31	34	35
1997	08	03	31	33	32	32	33	31	32	32	35	34	32	31.5	34	30	NA	27	30	35	29	31	32	29	34	30	30	32	30	31	30	31	29	32	32	31	30	31	32	35	NA	NA	29	32.5	31	30	30	34	NA	32	32	29	31	32	29	31	33	30	32	33	30	34	31	33	31.8	35	32	32	29	31	30	29.8	30	33	31	30	31	33	36	NA	27	28	31	34	31	34	33	32	34	37	35	28	25.8	33	32	33	28.5	27	35	36
1997	08	04	32	34.5	34	32	34	34	33	34	36	34	31	NA	35	31	NA	29	34	32	29	30.5	33	29	34	34	33	33	32	33	31	32	29	32	32	31	32	32.5	32	35	NA	NA	29	33	31	32	32	35	NA	33	32	29	30	32	30	31	34	30	33	34	32	35	32	30	33.8	35	33	34	27	34	30.5	28.2	25	31	32	NA	31	32	36	NA	30	28	30	33	31	35	34	34	34	38	36	28	30.6	34	33	33.5	30	35	35	37
1997	08	05	32	34.5	35	33	35	35	33	34	34	35	33	36	36	31	NA	32	29	35	30.4	29.5	32	33	34	35	34	34	35	35	32	35	30	32	34	32	30	30.5	32	35	NA	NA	30	33	31	33	33	33	NA	31	32	29	30	31	29	31	33	30	32	34	32	36	32	30	33.4	34	32	33	25	33	31	29.8	30	31	29	30	30	32	36	NA	29	29	30	32	30.5	34	34	34	33	35	33	29	26.6	33	31	31	28.5	31	33	36
1997	08	06	34	35.5	36	34	34	35	33	34	34	36	30	33	36	33	NA	31	34	33	30.4	29	32	33	33	35	34	33	33	36	35	33	29	31.5	34	31	30	31	32	35	NA	NA	29	34	31.5	31	31	33	NA	32	32	31	35	32	31	33	33	30	32	33	31	35	33	33	31.5	36	32	33	25	32	29	27.7	29	31	29	29	30	31	33	NA	27	27	30	33	30.5	34	30	35	34	35	33	28	25.2	33	31	31	28	32	32	36
1997	08	07	31	33.5	36	32	35	34	30	34	34	35	32	33	34	33	NA	30	30	34	29.2	28.5	29	33	40	30	33	32	29	31	29	33	29	29.5	31	31	31	31.5	32	34	NA	NA	27	35	31.5	30	30	33	NA	31	31	30	36	31	30	31	32	30	31	26	33	35	33	37	33.5	40	32	32	34	34	30	27	30	31	30	31	33	32	33	NA	29	30	30	32	31.5	32	34	36	34	36	32	28	28.8	32	32	37	30.5	31	33	32
1997	08	08	30	35.5	36	31	36	35	33	35	38	36	37	32	34	37	NA	34	32	41	31.2	33.5	33	29	42	38	40	34	32	33	32	34	30	32.5	36	31.5	35	36	33	34	NA	NA	30	36.5	35	30	30	32	NA	30	33	29	31	33	30	32	33	35	33	28	38	39	32	40	38.7	39	36	39	34	34	31	26.8	29	31	32	39	35	30	35	NA	32	34	30	32	36.5	33	39	35	35.1	40	37	33	33.8	39	34	37	33.5	37	39	38
1997	08	09	36	38.5	38	36	37	38	35	37	38	38	39	36	37	38	NA	37	38	35	34.4	34.5	37	38	35	39	42	40	37	42	38	38	34	34	36	31.5	35	36	37	34	NA	NA	33	35	33.5	34	34	32	NA	34	36	32	35	36	36	32	36	35	37	34	37	40	33	40	37.5	40	37	37	36	37	32	30	28	35	35	36	35	33	35	NA	34	34	31	36	32.5	36	38	37	36.5	40	38	34	33.6	35	36	38	35	37	37	38
1997	08	10	37	38.5	38	36	35	38	34	35	37	39	33	32	36	36	NA	37	36	34	33	33.5	32	39	34	33	35	31	33	34	32	30	30	34	34	31	37	37	38	34	NA	NA	33	37	35	35	35	32	NA	37	36	29	35	37	35	33	37	33	37	32	41	41	33	41	38.1	34	38	38	38	38	31.5	27.4	27	34	36	37	35	32	36	NA	33	35	31	33	30	38	39	38	36	40	38	34	33.8	35	34	34	34	35	39	41
1997	08	11	31	35	34	35	32	34	30	30	35	34	30	33	35	33	NA	33	34	30	34.2	29	34	34	31	33	35	33	32	35	30	34	29	32	32	31	31	31	32	31	NA	NA	27	32	30	30	30	32	NA	33	32	25	33	31	30	32	33	29	31	30	33	38	32	36	33	31	33	33	35	35	32	27	30	32	32	35	35	31	36	NA	32	34	29	32	27.5	34	36	36	30	36	37	29	29.6	33	36	28.5	30	30	34	31
1997	08	12	31	32	35	33	33	32	31	29	34	33	33	31	31	30	NA	30	32	35	30.2	31	32	33	33	27	31	29	30	33	30	30	29	32	32	32	27	28.5	30	27	NA	NA	28	25	26	NA	28	32	NA	25	28	22	34	27	27	31	28	25	31	29	29	34	30	32	31	33	29	30	30	35	31	28	28	31	28	34	33	31	32	30	27	28	31	30	29	33	31	35	30	34	32	27	28.6	32	32	31.5	27.5	25	30	33
1997	08	13	32	32.5	34	32	34	33	32	33	34	35	30	32	36	33	NA	32	32	34	31	30.5	34	29	33	30	33	32	32	32	29	32	29	32	34	30	31	30.5	32	27	NA	NA	29	30	30.5	29	29	32	NA	33	32	22	31	32	28	30	31	29	30	32	31	35	29	32	31.1	34	30	32	32	34	31	27.4	29	30	29	34	31	31	32	30	27	28	32	32	27.5	34	32	35	31	35	33	28	27.2	32	34	31.5	28.5	29	33	35
1997	08	14	33	32.5	35	31	35	34	32	32	35	36	30	32	37	32	NA	32	34	33	32.4	31	35	33	33	33	32	32	31	34	28	33	29	32	31	30.5	31	30.5	33	30	NA	NA	29	30	30.5	30	30	32	NA	33	33	21	32	33	28	29	31	29	30	32	32	38	29	36	32.1	34	31	29	32	34	30	28	30	31	29	39	32	31	33	30	26	29	31	30	31.5	32	33	34	31	36	32	28	28.2	33	32	33	29	30	33	33
1997	08	15	31	34	36	31	33	34	32	31	35	35	33	31	36	31	NA	30	33	31	30.6	30.5	33	32	33	32	32	32	31	32	30	32	33	34	34	31	30	31	33	30	NA	NA	30	31.5	31.5	30	30	32	NA	32	32	24	31	32	30	31	31	29	32	32	31	37	30	35	33	36	31	30	32	35	30	29.6	29	33	31	31	32	34	32	36	30	31	30	34	31.5	34	34	35	31	37	35	28	27.6	32	32	32	29	34	34	35
1997	08	16	30	34	33	31	33	34	32	31	34	36	33	31	34	32	NA	29	32	34	30	30.5	32	29	34	33	32	33	30	31	30	32	32	34	33	31	30	32	33	32	NA	NA	30	32	32	30	30	33	NA	31	30	27	31	31	30	33	32	29	32	32	33	37	30	35	34	33	32	34	35	34	31	28.2	26	32	32	31	31	32	33	35	30	30	32	34	31	34	35	35	31	36	36	29	26.6	32	32	31	28.5	29	34	36
1997	08	17	29	34.5	36	31	32	35	33	32	32	37	32	31	37	33	NA	28	30	29	31.2	30.5	33	33	34	33	34	33	31	34	30	32	29	34	31	31	30	30.5	32	30	NA	NA	29	31	32	30	28	33	NA	32	31	29	31	32	29	33	33	30	32	32	31	36	29	33	31.8	33	31	34	32	33	30.5	29.6	27	32	29	31	31	32	33	30	27	28	31	34	30.5	34	31	36	30	36	35	29	27.6	33	31	29	27.5	20	34	35
1997	08	18	31	32	33	30	33	34	32	32	31	35	30	30.5	36	33	NA	32	34	33	33.6	31	34	32	32	33	33	33	34	34	30	30	29	29	33	31	29	29.3	31	27	NA	NA	26	29.5	30	28	26	35	NA	30	30	23	30	32	27	29	32	30	30	32	31	34	29	32	30.6	32	30	30	30	30	31	29	31	30	28	30	30	30	32	30	27	27	31	32	29	32	29	34	30	33	32	28	26.8	32	31	29.5	26.5	30	30	33
1997	08	19	30	32.5	34	30	32	NA	31	32	32	36	30	29	36	30	NA	29	32	34	31.4	30	30	32	32	33	33	31	31	34	29	29	29	29.5	33	31.5	27	28.5	30	30	NA	NA	23	28.5	28.5	26	26	30	NA	28	30	24	30	31	26	29	30	28	29	29	31	30	29	32	31	32	31	30	31	30	32	27.4	32	29	29	30	31	31	30	30	27	27	30	33	28	33	30	35	30	34	32	28	27.6	33	31	29.5	26.5	29	30	32
1997	08	20	30	32	34	29	34	32	30	27	31	36	30	31	35	31	NA	32	32	27	30.6	29	29	32	33	32	33	34	30	33	28	29	29	30	32	31	28	28.2	27	31	NA	NA	24	29	28	26	25	32	NA	28	30	25	28	31	26	30	29	27	28	21	31	31	28	32	30.6	34	31	31	31	30	31	26.6	32	30	28	30	31	31	30	30	27	26	31	30	27.5	33	30	33	30	31	32	27	26.4	33	30	32	26.5	28	30	30
1997	08	21	28	33	34	29	31	33	28	27	30	35	32	30	35	30	NA	29	32	27	29.4	29.5	31	32	31	30	32	31	30	31	26	26	28	30	32	31	29	29.2	29	31	NA	NA	26	30	28.5	25	23	30	NA	29	29	25	35	38	25	30	27	25	29	28	31	34	27	33	32	33	31	32	32	31	31	27.6	30	30	29	32	31	30	30	30	27	28	30	29	25.5	32	32	34	30	34	31	27	27.4	33	31	29	28	29	32	33
1997	08	22	26	29.5	27	27	30	26	26	26	26	28	30	30	29	31	NA	26	27	23	26.4	30	28	30	30	27	30	28	26	28	23	26	27	30	31	31	28	28	30	30	NA	29.8	20	27.5	26	23	23	30	NA	28	28	24	25	26	24	30	26	25	26	24	31	31	28	35	31.7	32	30	32	31	27	30.5	26.6	30	30	27	32	32	28	32	30	26	28	31	28	27	31	30	33	30	33	28	23	28.6	33	32	30	27.5	31	30	30
1997	08	23	27	30	31	25	31	30	20	24	31	30	30	29	31	31	NA	28	30	31	29	30	31	26	30	27	30	28	28	30	26	27	29	30	31	31.5	28	26.5	30	30	NA	31.7	23	27.5	23	23	26	30	NA	30	26	24	26	24	24	29	25	25	25	29	33	31	28	34	31.2	32	29	31	32	29	31	27.4	30	31	27	34	30	28	32	33	27	29	30	29	28	32	31	31	29	32	29	26	31	32	31	30	28	29	31	30
1997	08	24	30	31	33	29	32	32	19	26	29	32	30	29.5	36	30	NA	28	30	33	29.6	29	31	31	33	30	30	29	29	28	25	27	29	31	31	31	27	27.5	29	27	NA	NA	25	27.5	27.5	26	26	30	NA	29	29	24	28	21	25	29	29	25	29	29	31	30	27	33	31.1	34	29	31	31	30	30	28.6	31	30	29	30	31	32	30	33	27	27	31	30	29	32	33	30	30	34	31	28	26.6	33	32	32.5	26.5	29	32	33
