yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA045B021	Sardegna_CA047B226	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B056	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU085B070	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
1991	02	21	6.5	8	9	NA	7	9	8	6	10	10	9	9	9	8	7	7.2	10	8	8.6	9	9	10.5	8	9	9	9	9	8	6	5	9	11	9	5	9	NA	6.5	7	4	NA	4	6	4	4	5	7	NA	5	6	8	5	4	4	9	3.5	4	7.5	6	1	11	7	7	9	5.6	3	6	9	8	8	NA	10	2	7	6	12	11	11	6	7	10	8	11	8	3.5	7	10	10	8	NA	NA	NA	11	5	10	6.5	9	1	4
1991	02	22	6	7	6	NA	7	5	3	6	9	10	10	8	3	4	6	7.6	10	8	5	10	8	8	6	8	7	7	6	8	6	5	6	10	8	8	9	NA	4	5	4	NA	2.5	6	3	3	4	6	NA	3	6	8	4	7	3	6	0	3	6	3	3	12	5	8	10	3	2	7	4	7	8	NA	9	0	7	6	7	7	9	5	10	8	8	6	7	0	7	5	8	8	NA	NA	NA	6	11	5	6	5	2	4
1991	02	23	5	6	6	NA	6	5	5	5	10	11	10	7	4	3	6	7.2	9	6	4	7	7	6	3	6	7	4	4	5	5	5	4	9	8	8	9	NA	5.5	5	4	NA	5	1.5	2	2	1	7	NA	3	4	9	3	2	1	6	-2	2	4	1	7	12	4	6	4	3	3	3	4	7	6	NA	10	4	5	5	9	6	8	3	15	8	5	5	5	-2	6	6	5	8	NA	NA	NA	3	3	6	6	5	3	4
1991	02	24	5	3	3	NA	6	3	4	5	12	7	12	6.5	1	4	7	8.2	9	2	4.6	7	8	5	4	4	2	3	6	3	5	5	5	11	6	6	8	NA	6.5	5	3	NA	7	4	5	0	1	7	NA	5	7	9	4	1	3	6	-2	1	8	3	1	5	2	6	4	2.8	4	2	5	4	6	NA	9	3	6	6	5	5	6	6	4	7	3	4	3	-2	6	2	2	9	NA	NA	NA	3	4	5	6	7	0	1
1991	02	25	7	4	6	NA	4	4	6	6	12	8	15	7	3	3	6	7.4	10	3	4.4	8	7	7	5	4	4	4	6	4	6	6	5	12	6	7	9	NA	7.5	6	6	NA	8	5	7	-1	1	7	NA	6	8	10	4	1	5	6	-2	1	7.5	3	3	5	4	6	4	1.7	4	3	5	7	6	NA	9	2	7	9	6	5	6	7	3	8	2	4	2	-2	7	3	3	9	NA	NA	NA	5	4	3	8	7	1	1
1991	02	26	7	5	6	NA	5	5	7	8	11	10	15	7.5	3	4	7	8.6	10	4	4	9	7	10	5	6	4	6	5	5	6	7	5	5	5	4	8	NA	8	7	9	NA	8	5.5	7	-1	1	10	NA	8	10	11	6	3	3	6	-2	5	8	4	4	5	5	8	3	4	5	6	6	7	6	NA	9	1	NA	9	5	6	8	6	2	8	4	3	4	-2	8	3	2	9	NA	NA	NA	6	4	4	9	7	0	3
1991	02	27	9	5	6	NA	6	4	7	8	10	8	15	8.5	4	5	9	9.6	8	6	4	8	7	7.5	9	5	9	7	5	7	5	6	6	5	4	5	7	NA	6	6	8	NA	5	5	7	-1	1	10	NA	8	9	11	5	3	4	6	2.5	6	9.5	4	3	5	2	8	4	6.4	7	3	6	6	5	NA	9	1	7	8	7	4	4	5	4	5	8	3	2	2.5	7	9	2	9	NA	NA	NA	5	4	3	8	6	1	1
1991	02	28	9	8	10	NA	8	8	8	7	10	8	9	7	6	9	8	9.4	10	9	7.8	9	9	9	7	10	10	9	5	10	6	7	7	5	8	5	8	NA	7	7	7	NA	4.5	5	6	0	2	7	NA	6	8	9	5	5	5	7	0	4	6	5	8	8	5	6	8	7	7	7	8	8	6	NA	10	2	6	6	7	10	8	6	4	7	8	4	7	0	7	5	3	9	NA	NA	NA	6	3	4	7	7	0	5
1991	03	01	6	6	6	NA	8	5	6	5	11	10	6	7	4	7	9	7.2	7	6	7.6	9	8	10	NA	10	8	8	6	8	5	4	6	5	5	6	7	NA	5	6	5	NA	4	4	3	0	1	7	NA	6	7	7	2	3	2	6	5	2	8	3	3	8	5	7	9	6.7	9	5	8	8	9	NA	9	1	5	4	9	7	4	3	4	10	7	6	3	5	5	4	5	8	NA	NA	4	7	4	6	5.5	6	3	5
1991	03	02	6	9	10	NA	10	11	7	8	10	10	7	8.5	10	9	7	10.2	9	9	10.8	12	10	10	7	10	9	9	5	9	6	6	8	6	8	5	12	NA	5.5	6	4	NA	5.5	5	5	0	2	8	NA	5	7	8	5	6	1	7	3	4	7	6	4	11	6	8	9	9	9	7	11	8	9	NA	8	2	5	8	10	10	4	3	7	7	9	9	7	3	6	5	9	9	NA	NA	5	10	3	6	6	10	3	8
1991	03	03	6.5	10	9	NA	10	9	9	8	10	12	9	8.5	4	9	7	11.4	10	8	9	12	10	10.5	6	9	9	9	9	10	6	7	8	6	7	8	10	NA	5.5	7	7	NA	6	6	7	0	3	8	NA	5	9	9	6	5	5	8	0	7	8	6	7	9	6	8	7	8.7	7	7	10	11	12	NA	10	1	7	7	9	10	6	3	8	10	7	8	7	0	8	6	8	9	NA	NA	6	10	4	8	7	11	4	8
1991	03	04	7	7	9	NA	6	8	8	8	11	10	9	7	5	8	6	12.4	10	6	7	10	8	11	6	7	6	8	7	6	7	6	7	7	6	5	9	NA	6.5	7	7	NA	6.5	5	7	2	3	9	NA	6	8	8	5	7	4	7	4	7	7.5	5	4	13	6	8	5	7	9	7	8	7	8	NA	11	3	8	7	8	8	5	3	3	10	6	7	4	4	8	12	5	10	NA	NA	6	10	9	8	7	8	4	6
1991	03	05	7	7	9	NA	8	11	8	7	12	11	8	7	3	7	6	9.4	13	9	7.4	11	11	10.5	9	8	8	11	11	13	7	6	7	7	5	4	9	NA	7	7	4	NA	7	5	7	1	2	8	NA	5	8	8	5	7	3	7	2.5	5	7	6	5	9	6	8	5	10	10	9	8	8	12	NA	11	4	7	6	10	10	5	4	3	11	9	9	5	2.5	8	7	7	10	NA	NA	7	9	7	6	8.5	4	5	9
1991	03	06	8	10	9	NA	11	8	9	8	14	11	8	9	9	8	7	11.2	9	11	9.6	12	11	11	9	11	9	10	8	9	8	8	7	7	7	4	12	NA	9	8	5	NA	7.5	7.5	8	2	3	7	NA	7	10	13	6	7	6	9	2.5	6	8.5	6	6	10	7	8	11	11	11	9	10	13	12	NA	11	1	7	9	10	11	7	6	4	11	8	8	5	2.5	10	8	10	15	NA	NA	8	10	8	7	9.5	8	4	8
1991	03	07	8	11	17	NA	12	12	9	10	15	12	13	9	11	13	7	11.6	15	17	NA	13	7	17	9	11	16	12	10	14	10	10	8	10	10	12	13	NA	12.5	11	8	NA	9.5	13	8	3	5	9	NA	9	10	10	10	7	7	11	2	9	9	6	8	18	9	9	14	15	14	9	11	14	13	NA	11	2	8	9	15	11	7	7	3	11	8	9	10	2	12	8	11	15	NA	NA	8	10	8	8	7.5	13	8	12
1991	03	08	9	14	16	NA	14	16	13	15	15	16	11	9.5	12	14	7	11.2	17	10	12	17	14	12	10	13	17	15	12	15	10	11	10	10	11	10	10	NA	14.5	11	10	NA	14	14	12	4	9	10	NA	13	12	15	12	12	10	11	5	11	11.5	6	11	16	12	13	14	12	11	8	16	14	17	NA	13	2	10	NA	14	14	12	9	4	15	9	14	10	5	8	12	13	16	NA	NA	13	15	13	10	8.5	15	7	12
1991	03	09	9	8	9	NA	9	8	9	7	14	10	10	10	10	11	6	11.2	11	11	10.6	13	10	11	6	13	11	12	13	12	11	7	11	11	12	11	10	NA	8	9	8	NA	16	7.5	5	4	8	10	NA	7	14	9	5	6	11	13	5	11	10.5	5	10	13	9	11	12	11	7	7	11	13	11	NA	11	3	7	8	11	11	9	7	7	10	10	10	9	5	7	9	14	14	NA	NA	8	13	14	14	7.5	10	4	9
1991	03	10	10	7	6	NA	7	6	8	7	13	10	7	9	5	7	17	10.6	9	7	7.8	11	10	7	6	8	7	12	16	7	10	6	8	11	9	4	10	NA	7.5	8	7	NA	NA	6.5	4	4	6	9	NA	6	8	7	6	6	6	9	2	2	9.5	6	6	8	6	7	7	7.2	6	5	8	8	8	NA	10	9	8	8	11	11	10	7	6	10	10	9	8	2	8	8	11	10	NA	NA	8	10	11	10	7.5	9	4	9
1991	03	11	7	7	9	NA	9	6	8	7	14	10	8	10	4	6	7	9.2	9	8	8.2	10	8	7	6	8	7	6	5	10	9	6	8	8	9	10	11	NA	5.5	6	5	NA	5.5	6.5	4	1	3	9	NA	5	8	10	4	6	3	8	0	2	6.5	6	4	8	6	7	6	5.8	6	5	7	6	8	NA	11	7	7	6	9	8	7	5	5	8	6	8	5	0	6	9	7	10	NA	NA	7	9	8	8	6.5	7	2	6
1991	03	12	8	7	7	NA	7	5	6	10	15	10	7	7	4	7	7	7.4	10	5	6.8	11	7	10	7	7	9	8	13	8	8	7	6	5	7	8	9	NA	5	6	4	NA	5.5	2.5	4	-2	1	9	NA	4	7	10	3	6	2	6	2.5	3	7	3	4	8	4	6	5	5	6	5	6	7	7	NA	10	6	6	5	8	8	4	4	3	8	5	8	5	2.5	6	8	9	9	NA	NA	4	7	11	7	6	7	1	5
1991	03	13	8.5	7	9	NA	8	9	9	8	14	10	7	9	5	6	6	12.4	9	11	7	11	11	10	10	11	6	11	10	12	7	8	7	6	6	6	9	NA	6	6	5	NA	5	4	5	0	1	9	NA	5	8	6	4	5	3	7	2	5	8	5	5	7	6	7	8	8	7	5	8	7	9	NA	9	6	6	6	7	6	4	4	4	7	5	5	4	2	6	6	10	9	NA	NA	4	9	6	7	6.5	8	0	5
1991	03	14	9	10	12	NA	9	12	10	9	13	11	10	11.5	6	8	6	11.4	13	11	11.8	13	12	11.5	11	7	13	14	7	13	7	7	11	8	8	7	11	NA	8	7	5	NA	5	6	7	2	1	7	NA	6	7	8	7	7	6	9	4	5	9.5	8	11	9	8	7	12	10.5	11	4	10	13	12	NA	14	7	7	7	8	6	8	7	10	9	9	7	6	4	8	5	10	10	NA	NA	8	8	6	4	7.5	9	2	7
1991	03	15	9	11	13	NA	7	11	9	8	13	10	12	10	9	9	5	12.4	11	10	10	13	11	9	9	11	12	12	7	12	7	7	12	10	8	9	12	NA	9	10	4	NA	7	6.5	7	2	2	9	NA	7	7	8	7	7	6	11	1	6	9	7	11	10	5	8	11	10.3	6	7	11	10	12	NA	12	5	8	7	9	9	8	7	5	15	9	13	10	1	8	8	10	10	NA	NA	7	8	10	8	8	9	5	12
1991	03	16	8	10	7	NA	8	5	6	7	12	13	11	10	8	6	7	8.2	9	9	8.2	13	11	10	5	11	9	7	9	7	7	6	7	10	8	9	11	NA	6	8	5	NA	7	6.5	5	1	4	8	NA	7	9	8	8	5	6	9	1	6	8	5	11	8	6	7	5	5	5	4	6	7	10	NA	11	6	7	7	7	7	8	7	5	11	5	7	4	1	7	6	5	10	NA	NA	7	7	7	10	6.5	9	2	5
1991	03	17	7	5	6	NA	5	5	5	7	14	8	6	8	3	4	8	7.6	9	6	4.8	12	6	5	11	11	6	6	14	6	6	7	8	10	6	8	12	NA	5	5	5	NA	5	3.5	4	1	1	7	NA	4	7	8	6	1	4	6	5	6	9	4	5	7	4	7	4	3.8	8	4	6	6	12	NA	11	5	7	7	9	7	7	6	5	10	5	6	4	5	6	6	2	10	NA	NA	7	6	13	6	8	7	3	2
1991	03	18	7	8	7	NA	9	7	5	7	13	11	8	11	7	8	8	9.4	10	10	9.6	11	10	9.5	7	6	11	9	10	10	5	6	9	12	11	10	14	NA	7.5	8	6	NA	5.5	6.5	6	0	7	9	NA	6	9	10	5	3	6	9	0	4	10	4	6	12	7	7	10	8	5	4	9	8	11	NA	10	6	8	8	9	11	9	6	4	9	6	10	9	0	7	5	7	10	NA	NA	7	13	10	7	7.5	8	0	7
1991	03	19	7	7	6	NA	8	5	6	6	13	11	6	12	8	4	9	9.6	8	11	8	12	8	10	6	7	7	5	9	5	5	5	9	11	7	8	11	NA	6.5	7	6	NA	5	7	7	4	5	9	NA	6	8	10	5	4	6	8	0	4	9	3	4	7	6	6	5	4	5	4	5	7	10	NA	11	4	7	6	8	8	8	4	4	15	4	5	4	0	6	5	8	10	NA	NA	7	7	6	6	7.5	10	1	4
1991	03	20	8	6	6	NA	9	5	7	6	13	10	8	8	9	5	10	12.2	10	5	6.8	12	8	6	9	6	6	6	8	6	6	7	7	9	9	9	10	NA	6.5	6	5	NA	7	5.5	7	3	2	10	NA	7	7	10	5	9	4	9	3	5	7	4	4	7	6	8	5	6	6	5	7	7	8	NA	11	10	8	7	8	8	8	5	4	13	5	6	5	3	7	4	8	10	NA	NA	8	6	4	4	8.5	8	2	4
1991	03	21	9	9	11	NA	9	10	9	8	14	11	10	9	5	11	9	12.4	11	10	10.4	10	11	9.5	9	11	8	10	9	9	7	9	9	8	7	7	9	NA	10	8	5	NA	7	6.5	7	2	3	9	NA	7	9	10	5	6	4	10	4	5	8.5	5	5	11	8	9	9	10.7	12	8	8	10	10	NA	12	9	9	9	8	9	7	5	5	10	6	10	7	4	8	6	8	9	NA	NA	7	12	6	5	8.5	6	4	7
1991	03	22	9	9	10	NA	10	9	10	9	14	11	10	9.5	8	12	11	18.8	13	8	12.4	14	11	10	11	9	11	12	9	11	8	10	8	8	7	7	9	NA	10	9	5	NA	7	10	10	4	4	10	NA	8	8	13	8	8	6	9	5	6	9	8	7	12	9	8	13	10.7	11	10	9	11	8	NA	11	9	10	12	13	13	7	8	7	10	7	11	7	5	9	8	7	10	NA	NA	10	11	6	10	8.5	3	5	7
1991	03	23	9	10	10	NA	10	8	11	13	15	13	11	9	9	8	10	8.8	14	10	12.4	14	11	10.5	15	9	9	11	10	10	8	11	9	10	11	8	14	NA	11	10	5	NA	13	9.5	11	4	5	11	NA	10	9	13	10	10	7	10	8	6	9	10	11	10	9	7	8	10	12	9	11	10	7	NA	12	10	10	9	12	11	9	8	10	11	8	13	10	8	10	8	10	11	NA	NA	10	13	8	12	8.5	12	5	8
1991	03	24	8	14	16	NA	14	15	3	11	15	10	11	9	8	18	11	9.2	8	10	10.8	14	15	10	9	11	10	17	14	16	9	10	12	13	10	11	11	NA	13	11	6	NA	3	14	14	4	6	11	NA	12	11	10	11	12	9	11	3.5	2	8	10	14	17	5	8	7	10	9	15	12	16	8	NA	12	11	10	10	15	14	14	6	10	9	13	15	11	3.5	14	12	11	16	NA	NA	12	14	9	9	13.5	13	5	8
1991	03	25	8	10	7	NA	8	7	7	5	15	10	7	9	8	9	11	9.4	8	9	8.8	10	8	9.5	8	11	10	9	7	8	9	5	8	9	8	9	10	NA	5.5	7	5	NA	6	9	4	6	4	7	NA	4	14	9	4	4	3	10	0	2	7	8	8	11	6	7	7	8.7	9	6	9	10	9	NA	14	9	5	4	9	9	8	5	9	8	7	8	7	0	6	11	8	8	NA	NA	6	10	6	14	6.5	8	5	8
1991	03	26	8	7	9	NA	9	7	7	7	14	10	8	7	6	8	11	12.4	10	8	8	11	10	6	9	10	11	8	8	7	9	6	7	7	6	6	8	NA	6.5	6	5	NA	7	5	5	0	2	8	NA	4	14	9	4	4	2	9	1	3	6	5	5	10	5	7	7	8.4	9	7	10	11	9	NA	11	10	5	5	9	8	5	4	5	9	8	8	4	1	6	7	7	10	NA	NA	5	9	5	7	6	8	4	5
1991	03	27	7	7	10	NA	9	9	9	9	14	11	10	10	9	10	10	8.8	11	9	9.8	13	10	9.5	10	10	11	10	8	8	9	7	8	7	7	8	9	NA	7.5	8	7	NA	6	5	7	3	4	9	NA	7	7	9	7	7	6	8	3.5	6	6	4	7	12	7	8	12	10	8	8	10	12	10	NA	10	9	7	6	10	10	5	4	4	7	9	10	6	3.5	7	7	7	10	NA	NA	5	10	8	8	7	8	4	9
1991	03	28	6.5	9	9	NA	10	9	9	8	15	11	9	10	9	9	9	10.2	11	10	8.4	12	10	10	7	6	10	11	10	11	8	7	8	10	9	9	10	NA	6.5	8	4	NA	4.5	5	5	3	4	8	NA	7	7	9	5	5	4	9	1	4	8	4	8	10	6	8	7	7.3	8	6	8	8	9	NA	10	9	7	7	10	9	9	7	8	8	9	10	8	1	7	8	10	10	NA	NA	8	10	6	8	8	9	4	5
1991	03	29	6	8	7	NA	7	6	7	6	14	10	7	9	5	9	11	8.4	10	11	7.4	11	8	7	7	9	6	8	7	7	7	5	6	8	7	7	9	NA	6.5	7	5	NA	2	6	4	2	1	7	NA	4	7	9	5	6	2	8	0	2	7	3	4	10	6	8	7	7.6	8	7	9	8	9	NA	10	10	6	5	9	8	6	3	6	7	7	7	5	0	7	5	7	9	NA	NA	5	10	6	9	4.5	6	0	8
1991	03	30	5	6	7	NA	8	8	7	5	13	7	10	6	4	6	9	10.4	7	6	5	10	8	7	9	9	5	7	6	11	8	6	8	9	6	6	7	NA	5	6	6	NA	5.5	4.5	4	0	1	9	NA	3	6	5	3	3	3	7	1	2	8	3	6	8	6	8	7	6.4	8	5	8	7	7	NA	10	11	4	4	7	6	11	4	4	8	6	10	3	1	6	3	7	8	NA	NA	3	10	7	6	6	6	0	8
1991	03	31	5	7	9	NA	8	9	7	5	15	10	8	6	5	8	9	10.4	9	9	10	10	10	7.5	5	11	11	11	9	11	8	5	9	9	4	6	7	NA	6.5	6	5	NA	2.5	4.5	6	2	3	7	NA	5	7	4	4	4	2	7	-2	1	7	2	6	10	6	7	7	7.8	5	5	8	8	8	NA	9	11	3	3	6	9	7	4	2	5	7	10	5	-2	3	3	7	7	NA	NA	3	6	6	6	6	5	1	6
1991	04	01	6	4	4	NA	4	3	4	5	12	7	7	4.5	3	3	5	12.8	8	4	3.8	9	6	6	5	9	6	8	5	6	8	6	4	9	5	4	7	NA	3.5	4	3	NA	2.5	4	4	-3	2	7	NA	3	6	4	1	0	0	6	-3	1	8	2	4	4	3	6	5	4	5	3	4	2	6	NA	9	9	4	4	5	7	5	3	3	8	8	2	2	-3	5	3	2	7	NA	NA	6	6	7	7	5.5	5	-3	2
1991	04	02	7	4	5	NA	3	4	5	4	13	7	8	6.5	3	3	4	12.2	8	4	2.8	8	7	3	4	6	4	5	6	5	9	4	6	9	6	5	8	NA	4	5	3	NA	2.5	2.5	4	-3	0	9	NA	5	6	4	4	0	1	6	1	1	6.5	1	7	6	3	7	1	4	5	4	4	4	6	NA	9	11	5	5	6	15	7	3	4	9	3	3	1	1	6	2	1	7	NA	NA	3	6	4	4	5	5	-2	1
1991	04	03	8	4	6	NA	6	5	8	5	14	10	7	7	3	4	5	11.2	9	9	7.2	8	8	8	7	5	6	6	5	6	10	6	5	5	6	7	7	NA	6	5	3	NA	4.5	2	4	-2	0	9	NA	3	7	7	3	1	2	6	1	1	5.5	2	8	8	5	8	6	5	5	3	6	6	7	NA	10	13	6	6	8	15	7	3	5	8	4	6	4	1	6	5	4	8	NA	NA	7	5	4	3	6.5	4	-1	3
1991	04	04	8	7	6	NA	6	5	7	5	14	10	6	8	4	7	6	8.8	8	8	6.2	10	8	9	10	6	10	6	7	8	10	7	6	10	8	7	8	NA	5.5	6	3	NA	4.5	3	4	-2	0	8	NA	4	7	9	4	1	2	6	1	2	6	2	7	6	5	6	7	6.4	7	5	6	10	7	NA	10	12	7	6	9	9	7	3	4	7	3	7	5	1	6	11	4	8	NA	NA	7	9	2	6	6.5	4	3	5
1991	04	05	8	9	9	NA	7	9	9	7	15	10	8	8.5	8	10	6	10.4	10	10	10.6	13	11	7	8	10	10	9	10	11	8	6	8	10	7	10	9	NA	7	7	3	NA	4	6.5	5	0	5	9	NA	6	7	8	5	6	6	6	1	3	7	4	8	10	8	6	9	7	7	7	9	10	9	NA	8	12	7	6	11	9	5	3	8	8	7	10	8	1	8	7	4	8	NA	NA	7	12	2	6	7.5	8	4	9
1991	04	06	5	7	6	NA	8	6	4	3	16	8	7	7	7	7	5	7.4	8	7	9	11	8	6.5	10	11	8	7	9	8	7	3	7	10	8	7	9	NA	3	6	3	NA	0.5	2	1	0	1	6	NA	1	3	3	0	1	1	9	4	0	6	0	7	8	5	5	7	8	6	4	6	10	9	NA	8	12	4	4	9	8	7	4	8	5	8	9	5	4	6	6	4	8	NA	NA	4	10	5	7	4	5	3	5
1991	04	07	8	8	6	NA	9	5	7	6	16	10	6	9	6	6	7	11.4	11	10	9.4	11	10	10	12	11	9	8	9	10	8	5	7	14	10	8	9	NA	6.5	7	3	NA	4	6	2	0	4	7	NA	2	6	6	4	5	5	9	4	1	7.5	4	7	9	8	5	7	6	6	5	6	9	9	NA	13	9	8	7	10	10	7	4	8	10	8	8	8	4	4	7	5	9	NA	NA	5	10	4	6	7.5	9	4	5
1991	04	08	8	8	6	NA	11	8	9	8	16	13	6	10	7	6	5	12.4	11	10	9	12	11	9.5	5	8	11	7	7	10	7	7	8	13	8	10	9	NA	8	5	4	NA	5	5	4	-1	2	10	NA	4	7	13	5	5	3	7	0	3	7	5	9	10	7	6	7	7	6	4	7	10	12	NA	11	10	7	7	9	10	9	5	9	7	9	9	8	0	7	7	5	10	NA	NA	7	11	6	7	8	7	4	4
1991	04	09	8	6	6	NA	6	4	8	7	17	10	5	8	4	6	4	11.8	9	4	5.6	11	12	6	5	5	5	6	6	6	6	7	6	9	6	8	10	NA	6	6	5	NA	8	5	7	0	4	9	NA	7	7	9	5	6	4	8	0	3	7	5	4	7	4	6	6	6.3	6	4	6	5	6	NA	10	11	6	7	7	6	4	4	4	8	4	5	3	0	9	6	4	10	NA	NA	5	6	10	8	6.5	8	0	5
1991	04	10	8	7	9	NA	5	6	8	9	16	10	6	7	5	7	5	12.2	11	6	5	10	9	6	6	8	6	8	9	7	7	7	6	6	8	5	9	NA	7.5	7	5	NA	7.5	6	7	0	2	10	NA	8	10	10	5	5	4	8	2	4	8	6	3	7	6	8	4	7	6	6	8	5	6	NA	10	11	7	9	8	7	4	5	5	10	5	7	4	2	9	7	4	10	NA	NA	7	8	5	4	9	8	1	4
1991	04	11	8	7	9	NA	5	6	7	8	15	11	5	6.5	4	6	5	11.6	11	6	6.4	11	9	6.5	5	4	5	6	8	6	6	8	6	7	8	5	9	NA	7.5	8	5	NA	8	5	7	0	1	10	NA	8	9	10	6	1	5	8	-2	5	10	5	6	5	6	8	6	6.4	5	6	7	5	6	NA	12	12	9	10	8	7	5	3	5	10	6	7	5	-2	9	9	3	10	NA	NA	8	7	5	6	10	7	3	1
1991	04	12	6	4	6	NA	4	3	5	5	15	9	5	5	3	3	4	11.8	8	5	4.2	7	9	7.5	5	8	5	6	10	7	5	6	4	6	4	4	9	NA	5	5	5	NA	3	4.5	7	0	2	8	NA	4	6	9	1	0	1	6	-3	2	6	0	1	7	3	9	6	5	5	4	5	4	6	NA	11	12	6	5	6	7	4	2	0	7	6	4	2	-3	7	10	4	10	NA	NA	7	6	4	6	6	6	0	4
1991	04	13	7	6	6	NA	4	5	7	6	14	10	5	7	4	5	6	11.4	10	6	6	12	8	6.5	10	8	9	7	8	7	6	6	6	7	5	4	9	NA	6.2	5	4	NA	5	5	5	0	1	9	NA	5	6	9	4	2	3	8	4	4	7	4	4	5	7	9	5	6	7	6	6	5	6	NA	11	9	7	6	8	8	5	4	2	9	3	5	3	4	7	10	3	10	NA	NA	5	6	6	4	7.5	6	1	7
1991	04	14	7	8	10	NA	5	8	10	8	14	13	5	7	4	6	8	11.4	10	10	9.2	13	11	8.5	14	11	11	14	8	13	7	7	7	7	5	5	8	NA	7	6	4	NA	7.5	5	7	0	2	9	NA	5	7	8	5	6	3	8	5	6	7	8	8	7	7	8	12	9	8	6	8	11	7	NA	11	9	6	6	10	11	4	6	7	8	4	5	4	5	6	2	5	10	NA	NA	5	9	4	6	8.5	7	0	7
1991	04	15	9	12	12	NA	8	12	10	9	14	13	6	13	10	11	9	10.6	9	9	15	15	13	12.5	13	13	12	15	13	14	8	8	11	13	10	7	13	NA	11	10	4	NA	8.5	9.5	10	0	3	9	NA	3	10	8	7	8	7	9	7	6	10	7	8	10	11	8	6	13	13	10	13	11	8	NA	11	10	7	9	12	12	12	4	9	14	7	7	10	7	10	6	12	12	NA	NA	7	11	6	7	9.5	7	3	12
1991	04	16	9	11	13	NA	12	13	11	9	14	13	11	13	13	13	10	8.8	15	13	14.8	16	14	13	13	13	13	15	12	14	9	8	13	13	12	11	13	NA	11	11	9	NA	9.5	12.5	10	6	7	10	NA	9	9	9	9	9	7	11	4	6	10	10	10	17	11	7	14	13	11	13	14	9	13	NA	11	7	8	8	15	11	12	8	12	11	8	14	10	4	10	8	10	11	NA	NA	9	14	11	11	10.5	9	10	12
1991	04	17	11	13	13	NA	17	12	12	10	13	13	13	13.5	14	10	8	8.4	14	13	13.8	15	14	9	7	13	12	14	12	14	10	9	14	10	9	9	9	NA	8.5	9	1	NA	8	7	10	4	5	9	NA	8	10	8	8	8	7	10	-1	7	9	7	8	13	8	10	12	9	6	9	11	13	13	NA	12	9	8	8	11	7	7	7	12	11	9	11	7	-1	10	9	9	10	NA	NA	8	13	14	12	10	7	6	8
1991	04	18	5	6	6	NA	8	6	5	3	11	7	12	8	7	7	8	6.2	7	9	8.4	9	8	6	8	8	8	9	7	13	11	3	9	7	8	6	8	NA	1.5	4	1	NA	1	2.5	1	2	2	7	NA	1	4	6	0	1	2	10	1	0	5	1	3	8	3	4	6	7	7	4	7	5	8	NA	8	9	2	2	6	9	5	1	7	5	5	7	4	1	3	9	5	7	NA	NA	4	8	9	10	2.5	5	3	5
1991	04	19	5	7	6	NA	8	6	5	4	10	7	7	9	8	9	7	7.4	6	7	7.2	10	9	6.5	7	10	10	10	9	9	12	4	8	7	8	8	8	NA	3.5	5	1	NA	1.5	3	0	2	3	7	NA	2	4	4	1	2	2	10	-2	0	6	2	3	10	6	5	9	7	6	5	8	6	9	NA	6	9	2	3	9	6	6	3	6	8	6	10	6	-2	3	5	5	7	NA	NA	3	9	5	5	4	5	4	8
